State,Year,Month
Connecticut,2019,July
Connecticut,2019,July
Connecticut,2019,July
Connecticut,2019,July
Connecticut,2019,July
Connecticut,2019,July
Connecticut,2019,July
Connecticut,2019,June
Connecticut,2019,June
Connecticut,2019,June
Connecticut,2019,June
Connecticut,2019,June
Connecticut,2019,June
Connecticut,2019,June
Connecticut,2019,June
Connecticut,2019,June
Connecticut,2019,June
Connecticut,2019,June
Connecticut,2019,June
Connecticut,2019,March
Connecticut,2019,March
Connecticut,2019,March
Connecticut,2019,March
Connecticut,2019,March
Connecticut,2019,March
Connecticut,2019,March
Connecticut,2019,March
Connecticut,2019,March
Connecticut,2019,March
Connecticut,2019,March
Connecticut,2019,March
Connecticut,2019,May
Connecticut,2019,May
Connecticut,2019,May
Connecticut,2019,May
Connecticut,2019,May
Connecticut,2019,May
Connecticut,2019,May
Connecticut,2019,May
Connecticut,2019,May
Connecticut,2019,May
Connecticut,2019,May
Connecticut,2019,May
Connecticut,2019,November
Connecticut,2019,November
Connecticut,2019,November
Connecticut,2019,November
Connecticut,2019,November
Connecticut,2019,November
Connecticut,2019,November
Connecticut,2019,November
Connecticut,2019,November
Connecticut,2019,November
Connecticut,2019,November
Connecticut,2019,November
Connecticut,2019,October
Connecticut,2019,October
Connecticut,2019,October
Connecticut,2019,October
Connecticut,2019,October
Connecticut,2019,October
Connecticut,2019,October
Connecticut,2019,October
Connecticut,2019,October
Connecticut,2019,October
Connecticut,2019,October
Connecticut,2019,October
Connecticut,2019,September
Connecticut,2019,September
Connecticut,2019,September
Connecticut,2019,September
Connecticut,2019,September
Connecticut,2019,September
Connecticut,2019,September
Connecticut,2019,September
Connecticut,2019,September
Connecticut,2019,September
Connecticut,2019,September
Connecticut,2019,September
Connecticut,2020,April
Connecticut,2020,April
Connecticut,2020,April
Connecticut,2020,April
Connecticut,2020,April
Connecticut,2020,April
Connecticut,2020,April
Connecticut,2020,April
Connecticut,2020,April
Connecticut,2020,April
Connecticut,2020,April
Connecticut,2020,April
Connecticut,2020,August
Connecticut,2020,August
Connecticut,2020,August
Connecticut,2020,August
Connecticut,2020,August
Connecticut,2020,August
Connecticut,2020,August
Connecticut,2020,August
Connecticut,2020,August
Connecticut,2020,August
Connecticut,2020,August
Connecticut,2020,August
Connecticut,2020,December
Connecticut,2020,December
Connecticut,2020,December
Connecticut,2020,December
Connecticut,2020,December
Connecticut,2020,December
Connecticut,2020,December
Connecticut,2020,December
Connecticut,2020,December
Connecticut,2020,December
Connecticut,2020,December
Connecticut,2020,December
Connecticut,2020,February
Connecticut,2020,February
Connecticut,2020,February
Connecticut,2020,February
Connecticut,2020,February
Connecticut,2020,February
Connecticut,2020,February
Connecticut,2020,February
Connecticut,2020,February
Connecticut,2020,February
Connecticut,2020,February
Connecticut,2020,February
Connecticut,2020,January
Connecticut,2020,January
Connecticut,2020,January
Connecticut,2020,January
Connecticut,2020,January
Connecticut,2020,January
Connecticut,2020,January
Connecticut,2020,January
Connecticut,2020,January
Connecticut,2020,January
Connecticut,2020,January
Connecticut,2020,January
Connecticut,2020,July
Connecticut,2020,July
Connecticut,2020,July
Connecticut,2020,July
Connecticut,2020,July
Connecticut,2020,July
Connecticut,2020,July
Connecticut,2020,July
Connecticut,2020,July
Connecticut,2020,July
Connecticut,2020,July
Connecticut,2020,July
Connecticut,2020,June
Connecticut,2020,June
Connecticut,2020,June
Connecticut,2020,June
Connecticut,2020,June
Connecticut,2020,June
Connecticut,2020,June
Connecticut,2020,June
Connecticut,2020,June
Connecticut,2020,June
Connecticut,2020,June
Connecticut,2020,June
Connecticut,2020,March
Connecticut,2020,March
Connecticut,2020,March
Connecticut,2020,March
Connecticut,2020,March
Connecticut,2020,March
Connecticut,2020,March
Connecticut,2020,March
Connecticut,2020,March
Connecticut,2020,March
Connecticut,2020,March
Connecticut,2020,March
Connecticut,2020,May
Connecticut,2020,May
Connecticut,2020,May
Connecticut,2020,May
Connecticut,2020,May
Connecticut,2020,May
Connecticut,2020,May
Connecticut,2020,May
Connecticut,2020,May
Connecticut,2020,May
Connecticut,2020,May
Connecticut,2020,May
Connecticut,2020,November
Connecticut,2020,November
Connecticut,2020,November
Connecticut,2020,November
Connecticut,2020,November
Connecticut,2020,November
Connecticut,2020,November
Connecticut,2020,November
Connecticut,2020,November
Connecticut,2020,November
Connecticut,2020,November
Connecticut,2020,November
Connecticut,2020,October
Connecticut,2020,October
Connecticut,2020,October
Connecticut,2020,October
Connecticut,2020,October
Connecticut,2020,October
Connecticut,2020,October
Connecticut,2020,October
Connecticut,2020,October
Connecticut,2020,October
Connecticut,2020,October
Connecticut,2020,October
Connecticut,2020,September
Connecticut,2020,September
Connecticut,2020,September
Connecticut,2020,September
Connecticut,2020,September
Connecticut,2020,September
Connecticut,2020,September
Connecticut,2020,September
Connecticut,2020,September
Connecticut,2020,September
Connecticut,2020,September
Connecticut,2020,September
Connecticut,2021,April
Connecticut,2021,April
Connecticut,2021,April
Connecticut,2021,April
Connecticut,2021,April
Connecticut,2021,April
Connecticut,2021,April
Connecticut,2021,April
Connecticut,2021,April
Connecticut,2021,April
Connecticut,2021,April
Connecticut,2021,April
Connecticut,2021,August
Connecticut,2021,August
Connecticut,2021,August
Connecticut,2021,August
Connecticut,2021,August
Connecticut,2021,August
Connecticut,2021,August
Connecticut,2021,August
Connecticut,2021,August
Connecticut,2021,August
Connecticut,2021,August
Connecticut,2021,August
Connecticut,2021,December
Connecticut,2021,December
Connecticut,2021,December
Connecticut,2021,December
Connecticut,2021,December
Connecticut,2021,December
Connecticut,2021,December
Connecticut,2021,December
Connecticut,2021,December
Connecticut,2021,December
Connecticut,2021,December
Connecticut,2021,December
Connecticut,2021,February
Connecticut,2021,February
Connecticut,2021,February
Connecticut,2021,February
Connecticut,2021,February
Connecticut,2021,February
Connecticut,2021,February
Connecticut,2021,February
Connecticut,2021,February
Connecticut,2021,February
Connecticut,2021,February
Connecticut,2021,February
Connecticut,2021,January
Connecticut,2021,January
Connecticut,2021,January
Connecticut,2021,January
Connecticut,2021,January
Connecticut,2021,January
Connecticut,2021,January
Connecticut,2021,January
Connecticut,2021,January
Connecticut,2021,January
Connecticut,2021,January
Connecticut,2021,January
Connecticut,2021,July
Connecticut,2021,July
Connecticut,2021,July
Connecticut,2021,July
Connecticut,2021,July
Connecticut,2021,July
Connecticut,2021,July
Connecticut,2021,July
Connecticut,2021,July
Connecticut,2021,July
Connecticut,2021,July
Connecticut,2021,July
Connecticut,2021,June
Connecticut,2021,June
Connecticut,2021,June
Connecticut,2021,June
Connecticut,2021,June
Connecticut,2021,June
Connecticut,2021,June
Connecticut,2021,June
Connecticut,2021,June
Connecticut,2021,June
Connecticut,2021,June
Connecticut,2021,June
Connecticut,2021,March
Connecticut,2021,March
Connecticut,2021,March
Connecticut,2021,March
Connecticut,2021,March
Connecticut,2021,March
Connecticut,2021,March
Connecticut,2021,March
Connecticut,2021,March
Connecticut,2021,March
Connecticut,2021,March
Connecticut,2021,March
Connecticut,2021,May
Connecticut,2021,May
Connecticut,2021,May
Connecticut,2021,May
Connecticut,2021,May
Connecticut,2021,May
Connecticut,2021,May
Connecticut,2021,May
Connecticut,2021,May
Connecticut,2021,May
Connecticut,2021,May
Connecticut,2021,May
Connecticut,2021,November
Connecticut,2021,November
Connecticut,2021,November
Connecticut,2021,November
Connecticut,2021,November
Connecticut,2021,November
Connecticut,2021,November
Connecticut,2021,November
Connecticut,2021,November
Connecticut,2021,November
Connecticut,2021,November
Connecticut,2021,November
Connecticut,2021,October
Connecticut,2021,October
Connecticut,2021,October
Connecticut,2021,October
Connecticut,2021,October
Connecticut,2021,October
Connecticut,2021,October
Connecticut,2021,October
Connecticut,2021,October
Connecticut,2021,October
Connecticut,2021,October
Connecticut,2021,October
Connecticut,2021,September
Connecticut,2021,September
Connecticut,2021,September
Connecticut,2021,September
Connecticut,2021,September
Connecticut,2021,September
Connecticut,2021,September
Connecticut,2021,September
Connecticut,2021,September
Connecticut,2021,September
Connecticut,2021,September
Connecticut,2021,September
Connecticut,2022,April
Connecticut,2022,April
Connecticut,2022,April
Connecticut,2022,April
Connecticut,2022,April
Connecticut,2022,April
Connecticut,2022,April
Connecticut,2022,April
Connecticut,2022,April
Connecticut,2022,April
Connecticut,2022,April
Connecticut,2022,April
Connecticut,2022,August
Connecticut,2022,August
Connecticut,2022,August
Connecticut,2022,August
Connecticut,2022,August
Connecticut,2022,August
Connecticut,2022,August
Connecticut,2022,August
Connecticut,2022,August
Connecticut,2022,August
Connecticut,2022,August
Connecticut,2022,August
Connecticut,2022,December
Connecticut,2022,December
Connecticut,2022,December
Connecticut,2022,December
Connecticut,2022,December
Connecticut,2022,December
Connecticut,2022,December
Connecticut,2022,December
Connecticut,2022,December
Connecticut,2022,December
Connecticut,2022,December
Connecticut,2022,December
Connecticut,2022,February
Connecticut,2022,February
Connecticut,2022,February
Connecticut,2022,February
Connecticut,2022,February
Connecticut,2022,February
Connecticut,2022,February
Connecticut,2022,February
Connecticut,2022,February
Connecticut,2022,February
Connecticut,2022,February
Connecticut,2022,February
Connecticut,2022,January
Connecticut,2022,January
Connecticut,2022,January
Connecticut,2022,January
Connecticut,2022,January
Connecticut,2022,January
Connecticut,2022,January
Connecticut,2022,January
Connecticut,2022,January
Connecticut,2022,January
Connecticut,2022,January
Connecticut,2022,January
Connecticut,2022,July
Connecticut,2022,July
Connecticut,2022,July
Connecticut,2022,July
Connecticut,2022,July
Connecticut,2022,July
Connecticut,2022,July
Connecticut,2022,July
Connecticut,2022,July
Connecticut,2022,July
Connecticut,2022,July
Connecticut,2022,July
Connecticut,2022,June
Connecticut,2022,June
Connecticut,2022,June
Connecticut,2022,June
Connecticut,2022,June
Connecticut,2022,June
Connecticut,2022,June
Connecticut,2022,June
Connecticut,2022,June
Connecticut,2022,June
Connecticut,2022,June
Connecticut,2022,June
Connecticut,2022,March
Connecticut,2022,March
Connecticut,2022,March
Connecticut,2022,March
Connecticut,2022,March
Connecticut,2022,March
Connecticut,2022,March
Connecticut,2022,March
Connecticut,2022,March
Connecticut,2022,March
Connecticut,2022,March
Connecticut,2022,March
Connecticut,2022,May
Connecticut,2022,May
Connecticut,2022,May
Connecticut,2022,May
Connecticut,2022,May
Connecticut,2022,May
Connecticut,2022,May
Connecticut,2022,May
Connecticut,2022,May
Connecticut,2022,May
Connecticut,2022,May
Connecticut,2022,May
Connecticut,2022,November
Connecticut,2022,November
Connecticut,2022,November
Connecticut,2022,November
Connecticut,2022,November
Connecticut,2022,November
Connecticut,2022,November
Connecticut,2022,November
Connecticut,2022,November
Connecticut,2022,November
Connecticut,2022,November
Connecticut,2022,November
Connecticut,2022,October
Connecticut,2022,October
Connecticut,2022,October
Connecticut,2022,October
Connecticut,2022,October
Connecticut,2022,October
Connecticut,2022,October
Connecticut,2022,October
Connecticut,2022,October
Connecticut,2022,October
Connecticut,2022,October
Connecticut,2022,October
Connecticut,2022,September
Connecticut,2022,September
Connecticut,2022,September
Connecticut,2022,September
Connecticut,2022,September
Connecticut,2022,September
Connecticut,2022,September
Connecticut,2022,September
Connecticut,2022,September
Connecticut,2022,September
Connecticut,2022,September
Connecticut,2022,September
Connecticut,2023,April
Connecticut,2023,April
Connecticut,2023,April
Connecticut,2023,April
Connecticut,2023,April
Connecticut,2023,April
Connecticut,2023,April
Connecticut,2023,April
Connecticut,2023,April
Connecticut,2023,April
Connecticut,2023,April
Connecticut,2023,April
Connecticut,2023,August
Connecticut,2023,August
Connecticut,2023,August
Connecticut,2023,August
Connecticut,2023,August
Connecticut,2023,August
Connecticut,2023,August
Connecticut,2023,August
Connecticut,2023,August
Connecticut,2023,August
Connecticut,2023,August
Connecticut,2023,August
Connecticut,2023,December
Connecticut,2023,December
Connecticut,2023,December
Connecticut,2023,December
Connecticut,2023,December
Connecticut,2023,December
Connecticut,2023,December
Connecticut,2023,December
Connecticut,2023,December
Connecticut,2023,December
Connecticut,2023,December
Connecticut,2023,December
Connecticut,2023,February
Connecticut,2023,February
Connecticut,2023,February
Connecticut,2023,February
Connecticut,2023,February
Connecticut,2023,February
Connecticut,2023,February
Connecticut,2023,February
Connecticut,2023,February
Connecticut,2023,February
Connecticut,2023,February
Connecticut,2023,February
Connecticut,2023,January
Connecticut,2023,January
Connecticut,2023,January
Connecticut,2023,January
Connecticut,2023,January
Connecticut,2023,January
Connecticut,2023,January
Connecticut,2023,January
Connecticut,2023,January
Connecticut,2023,January
Connecticut,2023,January
Connecticut,2023,January
Connecticut,2023,July
Connecticut,2023,July
Connecticut,2023,July
Connecticut,2023,July
Connecticut,2023,July
Connecticut,2023,July
Connecticut,2023,July
Connecticut,2023,July
Connecticut,2023,July
Connecticut,2023,July
Connecticut,2023,July
Connecticut,2023,July
Connecticut,2023,June
Connecticut,2023,June
Connecticut,2023,June
Connecticut,2023,June
Connecticut,2023,June
Connecticut,2023,June
Connecticut,2023,June
Connecticut,2023,June
Connecticut,2023,June
Connecticut,2023,June
Connecticut,2023,June
Connecticut,2023,June
Connecticut,2023,March
Connecticut,2023,March
Connecticut,2023,March
Connecticut,2023,March
Connecticut,2023,March
Connecticut,2023,March
Connecticut,2023,March
Connecticut,2023,March
Connecticut,2023,March
Connecticut,2023,March
Connecticut,2023,March
Connecticut,2023,March
Connecticut,2023,May
Connecticut,2023,May
Connecticut,2023,May
Connecticut,2023,May
Connecticut,2023,May
Connecticut,2023,May
Connecticut,2023,May
Connecticut,2023,May
Connecticut,2023,May
Connecticut,2023,May
Connecticut,2023,May
Connecticut,2023,May
Connecticut,2023,November
Connecticut,2023,November
Connecticut,2023,November
Connecticut,2023,November
Connecticut,2023,November
Connecticut,2023,November
Connecticut,2023,November
Connecticut,2023,November
Connecticut,2023,November
Connecticut,2023,November
Connecticut,2023,November
Connecticut,2023,November
Connecticut,2023,October
Connecticut,2023,October
Connecticut,2023,October
Connecticut,2023,October
Connecticut,2023,October
Connecticut,2023,October
Connecticut,2023,October
Connecticut,2023,October
Connecticut,2023,October
Connecticut,2023,October
Connecticut,2023,October
Connecticut,2023,October
Connecticut,2023,September
Connecticut,2023,September
Connecticut,2023,September
Connecticut,2023,September
Connecticut,2023,September
Connecticut,2023,September
Connecticut,2023,September
Connecticut,2023,September
Connecticut,2023,September
Connecticut,2023,September
Connecticut,2023,September
Connecticut,2023,September
Connecticut,2024,April
Connecticut,2024,April
Connecticut,2024,April
Connecticut,2024,April
Connecticut,2024,April
Connecticut,2024,April
Connecticut,2024,April
Connecticut,2024,April
Connecticut,2024,April
Connecticut,2024,April
Connecticut,2024,April
Connecticut,2024,April
Connecticut,2024,February
Connecticut,2024,February
Connecticut,2024,February
Connecticut,2024,February
Connecticut,2024,February
Connecticut,2024,February
Connecticut,2024,February
Connecticut,2024,February
Connecticut,2024,February
Connecticut,2024,February
Connecticut,2024,February
Connecticut,2024,February
Connecticut,2024,January
Connecticut,2024,January
Connecticut,2024,January
Connecticut,2024,January
Connecticut,2024,January
Connecticut,2024,January
Connecticut,2024,January
Connecticut,2024,January
Connecticut,2024,January
Connecticut,2024,January
Connecticut,2024,January
Connecticut,2024,January
Connecticut,2024,June
Connecticut,2024,June
Connecticut,2024,June
Connecticut,2024,June
Connecticut,2024,June
Connecticut,2024,June
Connecticut,2024,June
Connecticut,2024,June
Connecticut,2024,June
Connecticut,2024,June
Connecticut,2024,June
Connecticut,2024,June
Connecticut,2024,March
Connecticut,2024,March
Connecticut,2024,March
Connecticut,2024,March
Connecticut,2024,March
Connecticut,2024,March
Connecticut,2024,March
Connecticut,2024,March
Connecticut,2024,March
Connecticut,2024,March
Connecticut,2024,March
Connecticut,2024,March
Connecticut,2024,May
Connecticut,2024,May
Connecticut,2024,May
Connecticut,2024,May
Connecticut,2024,May
Connecticut,2024,May
Connecticut,2024,May
Connecticut,2024,May
Connecticut,2024,May
Connecticut,2024,May
Connecticut,2024,May
Connecticut,2024,May
District of Columbia,2015,April
District of Columbia,2015,April
District of Columbia,2015,April
District of Columbia,2015,April
District of Columbia,2015,April
District of Columbia,2015,April
District of Columbia,2015,April
District of Columbia,2015,April
District of Columbia,2015,April
District of Columbia,2015,April
District of Columbia,2015,April
District of Columbia,2015,April
District of Columbia,2015,August
District of Columbia,2015,August
District of Columbia,2015,August
District of Columbia,2015,August
District of Columbia,2015,August
District of Columbia,2015,August
District of Columbia,2015,August
District of Columbia,2015,August
District of Columbia,2015,August
District of Columbia,2015,August
District of Columbia,2015,August
District of Columbia,2015,August
District of Columbia,2015,December
District of Columbia,2015,December
District of Columbia,2015,December
District of Columbia,2015,December
District of Columbia,2015,December
District of Columbia,2015,December
District of Columbia,2015,December
District of Columbia,2015,December
District of Columbia,2015,December
District of Columbia,2015,December
District of Columbia,2015,December
District of Columbia,2015,December
District of Columbia,2015,February
District of Columbia,2015,February
District of Columbia,2015,February
District of Columbia,2015,February
District of Columbia,2015,February
District of Columbia,2015,February
District of Columbia,2015,February
District of Columbia,2015,February
District of Columbia,2015,February
District of Columbia,2015,February
District of Columbia,2015,February
District of Columbia,2015,February
District of Columbia,2015,January
District of Columbia,2015,January
District of Columbia,2015,January
District of Columbia,2015,January
District of Columbia,2015,January
District of Columbia,2015,January
District of Columbia,2015,January
District of Columbia,2015,January
District of Columbia,2015,January
District of Columbia,2015,January
District of Columbia,2015,January
District of Columbia,2015,January
District of Columbia,2015,July
District of Columbia,2015,July
District of Columbia,2015,July
District of Columbia,2015,July
District of Columbia,2015,July
District of Columbia,2015,July
District of Columbia,2015,July
District of Columbia,2015,July
District of Columbia,2015,July
District of Columbia,2015,July
District of Columbia,2015,July
District of Columbia,2015,July
District of Columbia,2015,June
District of Columbia,2015,June
District of Columbia,2015,June
District of Columbia,2015,June
District of Columbia,2015,June
District of Columbia,2015,June
District of Columbia,2015,June
District of Columbia,2015,June
District of Columbia,2015,June
District of Columbia,2015,June
District of Columbia,2015,June
District of Columbia,2015,June
District of Columbia,2015,March
District of Columbia,2015,March
District of Columbia,2015,March
District of Columbia,2015,March
District of Columbia,2015,March
District of Columbia,2015,March
District of Columbia,2015,March
District of Columbia,2015,March
District of Columbia,2015,March
District of Columbia,2015,March
District of Columbia,2015,March
District of Columbia,2015,March
District of Columbia,2015,May
District of Columbia,2015,May
District of Columbia,2015,May
District of Columbia,2015,May
District of Columbia,2015,May
District of Columbia,2015,May
District of Columbia,2015,May
District of Columbia,2015,May
District of Columbia,2015,May
District of Columbia,2015,May
District of Columbia,2015,May
District of Columbia,2015,May
District of Columbia,2015,November
District of Columbia,2015,November
District of Columbia,2015,November
District of Columbia,2015,November
District of Columbia,2015,November
District of Columbia,2015,November
District of Columbia,2015,November
District of Columbia,2015,November
District of Columbia,2015,November
District of Columbia,2015,November
District of Columbia,2015,November
District of Columbia,2015,November
District of Columbia,2015,October
District of Columbia,2015,October
District of Columbia,2015,October
District of Columbia,2015,October
District of Columbia,2015,October
District of Columbia,2015,October
District of Columbia,2015,October
District of Columbia,2015,October
District of Columbia,2015,October
District of Columbia,2015,October
District of Columbia,2015,October
District of Columbia,2015,October
District of Columbia,2015,September
District of Columbia,2015,September
District of Columbia,2015,September
District of Columbia,2015,September
District of Columbia,2015,September
District of Columbia,2015,September
District of Columbia,2015,September
District of Columbia,2015,September
District of Columbia,2015,September
District of Columbia,2015,September
District of Columbia,2015,September
District of Columbia,2015,September
District of Columbia,2016,April
District of Columbia,2016,April
District of Columbia,2016,April
District of Columbia,2016,April
District of Columbia,2016,April
District of Columbia,2016,April
District of Columbia,2016,April
District of Columbia,2016,April
District of Columbia,2016,April
District of Columbia,2016,April
District of Columbia,2016,April
District of Columbia,2016,April
District of Columbia,2016,August
District of Columbia,2016,August
District of Columbia,2016,August
District of Columbia,2016,August
District of Columbia,2016,August
District of Columbia,2016,August
District of Columbia,2016,August
District of Columbia,2016,August
District of Columbia,2016,August
District of Columbia,2016,August
District of Columbia,2016,August
District of Columbia,2016,August
District of Columbia,2016,December
District of Columbia,2016,December
District of Columbia,2016,December
District of Columbia,2016,December
District of Columbia,2016,December
District of Columbia,2016,December
District of Columbia,2016,December
District of Columbia,2016,December
District of Columbia,2016,December
District of Columbia,2016,December
District of Columbia,2016,December
District of Columbia,2016,December
District of Columbia,2016,February
District of Columbia,2016,February
District of Columbia,2016,February
District of Columbia,2016,February
District of Columbia,2016,February
District of Columbia,2016,February
District of Columbia,2016,February
District of Columbia,2016,February
District of Columbia,2016,February
District of Columbia,2016,February
District of Columbia,2016,February
District of Columbia,2016,February
District of Columbia,2016,January
District of Columbia,2016,January
District of Columbia,2016,January
District of Columbia,2016,January
District of Columbia,2016,January
District of Columbia,2016,January
District of Columbia,2016,January
District of Columbia,2016,January
District of Columbia,2016,January
District of Columbia,2016,January
District of Columbia,2016,January
District of Columbia,2016,January
District of Columbia,2016,July
District of Columbia,2016,July
District of Columbia,2016,July
District of Columbia,2016,July
District of Columbia,2016,July
District of Columbia,2016,July
District of Columbia,2016,July
District of Columbia,2016,July
District of Columbia,2016,July
District of Columbia,2016,July
District of Columbia,2016,July
District of Columbia,2016,July
District of Columbia,2016,June
District of Columbia,2016,June
District of Columbia,2016,June
District of Columbia,2016,June
District of Columbia,2016,June
District of Columbia,2016,June
District of Columbia,2016,June
District of Columbia,2016,June
District of Columbia,2016,June
District of Columbia,2016,June
District of Columbia,2016,June
District of Columbia,2016,June
District of Columbia,2016,March
District of Columbia,2016,March
District of Columbia,2016,March
District of Columbia,2016,March
District of Columbia,2016,March
District of Columbia,2016,March
District of Columbia,2016,March
District of Columbia,2016,March
District of Columbia,2016,March
District of Columbia,2016,March
District of Columbia,2016,March
District of Columbia,2016,March
District of Columbia,2016,May
District of Columbia,2016,May
District of Columbia,2016,May
District of Columbia,2016,May
District of Columbia,2016,May
District of Columbia,2016,May
District of Columbia,2016,May
District of Columbia,2016,May
District of Columbia,2016,May
District of Columbia,2016,May
District of Columbia,2016,May
District of Columbia,2016,May
District of Columbia,2016,November
District of Columbia,2016,November
District of Columbia,2016,November
District of Columbia,2016,November
District of Columbia,2016,November
District of Columbia,2016,November
District of Columbia,2016,November
District of Columbia,2016,November
District of Columbia,2016,November
District of Columbia,2016,November
District of Columbia,2016,November
District of Columbia,2016,November
District of Columbia,2016,October
District of Columbia,2016,October
District of Columbia,2016,October
District of Columbia,2016,October
District of Columbia,2016,October
District of Columbia,2016,October
District of Columbia,2016,October
District of Columbia,2016,October
District of Columbia,2016,October
District of Columbia,2016,October
District of Columbia,2016,October
District of Columbia,2016,October
District of Columbia,2016,September
District of Columbia,2016,September
District of Columbia,2016,September
District of Columbia,2016,September
District of Columbia,2016,September
District of Columbia,2016,September
District of Columbia,2016,September
District of Columbia,2016,September
District of Columbia,2016,September
District of Columbia,2016,September
District of Columbia,2016,September
District of Columbia,2016,September
District of Columbia,2017,April
District of Columbia,2017,April
District of Columbia,2017,April
District of Columbia,2017,April
District of Columbia,2017,April
District of Columbia,2017,April
District of Columbia,2017,April
District of Columbia,2017,April
District of Columbia,2017,April
District of Columbia,2017,April
District of Columbia,2017,April
District of Columbia,2017,April
District of Columbia,2017,August
District of Columbia,2017,August
District of Columbia,2017,August
District of Columbia,2017,August
District of Columbia,2017,August
District of Columbia,2017,August
District of Columbia,2017,August
District of Columbia,2017,August
District of Columbia,2017,August
District of Columbia,2017,August
District of Columbia,2017,August
District of Columbia,2017,August
District of Columbia,2017,December
District of Columbia,2017,December
District of Columbia,2017,December
District of Columbia,2017,December
District of Columbia,2017,December
District of Columbia,2017,December
District of Columbia,2017,December
District of Columbia,2017,December
District of Columbia,2017,December
District of Columbia,2017,December
District of Columbia,2017,December
District of Columbia,2017,December
District of Columbia,2017,February
District of Columbia,2017,February
District of Columbia,2017,February
District of Columbia,2017,February
District of Columbia,2017,February
District of Columbia,2017,February
District of Columbia,2017,February
District of Columbia,2017,February
District of Columbia,2017,February
District of Columbia,2017,February
District of Columbia,2017,February
District of Columbia,2017,February
District of Columbia,2017,January
District of Columbia,2017,January
District of Columbia,2017,January
District of Columbia,2017,January
District of Columbia,2017,January
District of Columbia,2017,January
District of Columbia,2017,January
District of Columbia,2017,January
District of Columbia,2017,January
District of Columbia,2017,January
District of Columbia,2017,January
District of Columbia,2017,January
District of Columbia,2017,July
District of Columbia,2017,July
District of Columbia,2017,July
District of Columbia,2017,July
District of Columbia,2017,July
District of Columbia,2017,July
District of Columbia,2017,July
District of Columbia,2017,July
District of Columbia,2017,July
District of Columbia,2017,July
District of Columbia,2017,July
District of Columbia,2017,July
District of Columbia,2017,June
District of Columbia,2017,June
District of Columbia,2017,June
District of Columbia,2017,June
District of Columbia,2017,June
District of Columbia,2017,June
District of Columbia,2017,June
District of Columbia,2017,June
District of Columbia,2017,June
District of Columbia,2017,June
District of Columbia,2017,June
District of Columbia,2017,June
District of Columbia,2017,March
District of Columbia,2017,March
District of Columbia,2017,March
District of Columbia,2017,March
District of Columbia,2017,March
District of Columbia,2017,March
District of Columbia,2017,March
District of Columbia,2017,March
District of Columbia,2017,March
District of Columbia,2017,March
District of Columbia,2017,March
District of Columbia,2017,March
District of Columbia,2017,May
District of Columbia,2017,May
District of Columbia,2017,May
District of Columbia,2017,May
District of Columbia,2017,May
District of Columbia,2017,May
District of Columbia,2017,May
District of Columbia,2017,May
District of Columbia,2017,May
District of Columbia,2017,May
District of Columbia,2017,May
District of Columbia,2017,May
District of Columbia,2017,November
District of Columbia,2017,November
District of Columbia,2017,November
District of Columbia,2017,November
District of Columbia,2017,November
District of Columbia,2017,November
District of Columbia,2017,November
District of Columbia,2017,November
District of Columbia,2017,November
District of Columbia,2017,November
District of Columbia,2017,November
District of Columbia,2017,November
District of Columbia,2017,October
District of Columbia,2017,October
District of Columbia,2017,October
District of Columbia,2017,October
District of Columbia,2017,October
District of Columbia,2017,October
District of Columbia,2017,October
District of Columbia,2017,October
District of Columbia,2017,October
District of Columbia,2017,October
District of Columbia,2017,October
District of Columbia,2017,October
District of Columbia,2017,September
District of Columbia,2017,September
District of Columbia,2017,September
District of Columbia,2017,September
District of Columbia,2017,September
District of Columbia,2017,September
District of Columbia,2017,September
District of Columbia,2017,September
District of Columbia,2017,September
District of Columbia,2017,September
District of Columbia,2017,September
District of Columbia,2017,September
District of Columbia,2018,April
District of Columbia,2018,April
District of Columbia,2018,April
District of Columbia,2018,April
District of Columbia,2018,April
District of Columbia,2018,April
District of Columbia,2018,April
District of Columbia,2018,April
District of Columbia,2018,April
District of Columbia,2018,April
District of Columbia,2018,April
District of Columbia,2018,April
District of Columbia,2018,August
District of Columbia,2018,August
District of Columbia,2018,August
District of Columbia,2018,August
District of Columbia,2018,August
District of Columbia,2018,August
District of Columbia,2018,August
District of Columbia,2018,August
District of Columbia,2018,August
District of Columbia,2018,August
District of Columbia,2018,August
District of Columbia,2018,August
District of Columbia,2018,December
District of Columbia,2018,December
District of Columbia,2018,December
District of Columbia,2018,December
District of Columbia,2018,December
District of Columbia,2018,December
District of Columbia,2018,December
District of Columbia,2018,December
District of Columbia,2018,December
District of Columbia,2018,December
District of Columbia,2018,December
District of Columbia,2018,December
District of Columbia,2018,February
District of Columbia,2018,February
District of Columbia,2018,February
District of Columbia,2018,February
District of Columbia,2018,February
District of Columbia,2018,February
District of Columbia,2018,February
District of Columbia,2018,February
District of Columbia,2018,February
District of Columbia,2018,February
District of Columbia,2018,February
District of Columbia,2018,February
District of Columbia,2018,January
District of Columbia,2018,January
District of Columbia,2018,January
District of Columbia,2018,January
District of Columbia,2018,January
District of Columbia,2018,January
District of Columbia,2018,January
District of Columbia,2018,January
District of Columbia,2018,January
District of Columbia,2018,January
District of Columbia,2018,January
District of Columbia,2018,January
District of Columbia,2018,July
District of Columbia,2018,July
District of Columbia,2018,July
District of Columbia,2018,July
District of Columbia,2018,July
District of Columbia,2018,July
District of Columbia,2018,July
